"NIH Spending Categorization","Project Terms","Project Title","Administering IC","Application ID","Award Notice Date","FOA","Project Number","Type","Activity","IC","Serial Number","Support Year","Suffix","Program Official Information","Project Start Date","Project End Date","Study Section","Subproject Number","Contact PI Person ID","Contact PI / Project Leader","Other PI or Project Leader(s)","Congressional District","Department","DUNS Number","FIPS","Latitude","Longitude","Organization ID (IPF)","Organization Name","Organization City","Organization State","Organization Type","Organization Zip","Organization Country","ARRA Indicator","Budget Start Date","Budget End Date","CFDA Code","Funding Mechanism","Fiscal Year","Total Cost","Total Cost (Sub Projects)","Funding IC(s)","Direct Cost IC","InDirect Cost IC","NIH COVID-19 Response","Total Cost IC",
"No NIH Category available"," ","Rocky Mountain Center for Total Worker Health","NIOSH","9197717","8/31/2016 12:00:00 AM","PAR-15-361","1U19OH011227-01","1","U19","OH","011227","01"," ","LIOCE, MARIA","9/1/2016 12:00:00 AM","8/31/2021 12:00:00 AM","ZOH1-NXT(52)"," ","1861577","NEWMAN, LEE S","Not Applicable","06","PUBLIC HEALTH & PREV MEDICINE","041096314","US","39.708143","-104.724958","1199905","UNIVERSITY OF COLORADO DENVER","Aurora","CO","SCHOOLS OF PUBLIC HEALTH","800452571","UNITED STATES","N","9/1/2016 12:00:00 AM","8/31/2017 12:00:00 AM","262","Non-SBIR/STTR","2016","939698"," ","NIOSH","604307","335391"," ","939698",
"No NIH Category available"," ","Mountain and Plains Education and Research Center","NIOSH","8912648","8/24/2015 12:00:00 AM","PAR-10-217","2T42OH009229-09","2","T42","OH","009229","09"," ","MAPLES, ELIZABETH","7/1/2007 12:00:00 AM","6/30/2020 12:00:00 AM","ZOH1-GGB(56)"," ","1861577","NEWMAN, LEE S","Not Applicable","06","PUBLIC HEALTH & PREV MEDICINE","041096314","US","39.708143","-104.724958","1199905","UNIVERSITY OF COLORADO DENVER","Aurora","CO","SCHOOLS OF PUBLIC HEALTH","800452571","UNITED STATES","N","7/1/2015 12:00:00 AM","6/30/2016 12:00:00 AM","262","Other","2015","1624606"," ","NIOSH","1527816","96790"," ","1624606",
"No NIH Category available"," ","Center for Health, Work & Environment","NIOSH","9750561","6/11/2019 12:00:00 AM","PAR-15-361","5U19OH011227-04","5","U19","OH","011227","04"," "," ","9/1/2016 12:00:00 AM","8/31/2021 12:00:00 AM","ZOH1-NXT(52)"," ","1861577","NEWMAN, LEE S","Not Applicable","06","PUBLIC HEALTH & PREV MEDICINE","041096314","US","39.708143","-104.724958","1199905","UNIVERSITY OF COLORADO DENVER","Aurora","CO","SCHOOLS OF PUBLIC HEALTH","800452571","UNITED STATES","N","8/31/2019 12:00:00 AM","8/30/2020 12:00:00 AM","262","Non-SBIR/STTR","2019","1068099"," ","NIOSH"," "," "," ","1068099",
"No NIH Category available"," ","Mountain and Plains Education and Research Center (MAP ERC)","NIOSH","10255489","6/3/2021 12:00:00 AM","PAR-15-303","5T42OH009229-15","5","T42","OH","009229","15"," ","MAPLES, ELIZABETH","7/1/2020 12:00:00 AM","6/30/2025 12:00:00 AM","ZOH1-EHG(02)"," ","1861577","NEWMAN, LEE S","Not Applicable","06","PUBLIC HEALTH & PREV MEDICINE","041096314","US","39.708143","-104.724958","1199905","UNIVERSITY OF COLORADO DENVER","Aurora","CO","SCHOOLS OF PUBLIC HEALTH","800452571","UNITED STATES","N","7/1/2021 12:00:00 AM","6/30/2022 12:00:00 AM","262","Other","2021","1800000"," ","NIOSH"," "," "," ","1800000",
"No NIH Category available"," ","Mountain and Plains Education and Research Center","NIOSH","7477961","6/23/2008 12:00:00 AM","PAR-06-485","5T42OH009229-02","5","T42","OH","009229","02"," ","TALTY, JOHN","7/1/2007 12:00:00 AM","6/30/2010 12:00:00 AM","ZOH1-EEO(50)R"," ","1861577","NEWMAN, LEE S","Not Applicable","06","PUBLIC HEALTH & PREV MEDICINE","041096314","US","39.708143","-104.724958","1199905","UNIVERSITY OF COLORADO DENVER","Aurora","CO","SCHOOLS OF MEDICINE","800452571","UNITED STATES","N","7/1/2008 12:00:00 AM","6/30/2009 12:00:00 AM","262","Other","2008","709608"," ","NIOSH"," "," "," ","709608",
"No NIH Category available"," ","Mountain and Plains Education and Research Center","NIOSH","7917821","8/2/2010 12:00:00 AM","PAR-06-485","2T42OH009229-04","2","T42","OH","009229","04"," ","TALTY, JOHN","7/1/2007 12:00:00 AM","6/30/2015 12:00:00 AM","ZOH1-EEO(50)R"," ","1861577","NEWMAN, LEE S","Not Applicable","06","INTERNAL MEDICINE/MEDICINE","041096314","US","39.708143","-104.724958","1199905","UNIVERSITY OF COLORADO DENVER","Aurora","CO","SCHOOLS OF MEDICINE","800452571","UNITED STATES","N","7/1/2010 12:00:00 AM","6/30/2011 12:00:00 AM","262","Other","2010","1553000"," ","NIOSH"," "," "," ","1553000",
"No NIH Category available"," ","Mountain and Plains Education and Research Center","NIOSH","7896127","8/5/2009 12:00:00 AM","PAR-06-485","3T42OH009229-03S1","3","T42","OH","009229","03","S","TALTY, JOHN","7/1/2007 12:00:00 AM","6/30/2010 12:00:00 AM","ZOH1-EEO(50)R"," ","1861577","NEWMAN, LEE S","Not Applicable","06","PUBLIC HEALTH & PREV MEDICINE","041096314","US","39.708143","-104.724958","1199905","UNIVERSITY OF COLORADO DENVER","Aurora","CO","SCHOOLS OF MEDICINE","800452571","UNITED STATES","N","7/1/2009 12:00:00 AM","6/30/2010 12:00:00 AM","262","Other","2009","121855"," ","NIOSH"," "," "," ","121855",
"No NIH Category available"," ","Mountain and Plains Education and Research Center (MAP ERC)","NIOSH","8524149","8/21/2013 12:00:00 AM","PAR-10-217","3T42OH009229-07S1","3","T42","OH","009229","07","S","SANDERSON, LEE M","7/1/2007 12:00:00 AM","6/30/2015 12:00:00 AM","ZOH1-JFK(50)"," ","1861577","NEWMAN, LEE S","Not Applicable","06","PUBLIC HEALTH & PREV MEDICINE","041096314","US","39.708143","-104.724958","1199905","UNIVERSITY OF COLORADO DENVER","Aurora","CO","SCHOOLS OF PUBLIC HEALTH","800452571","UNITED STATES","N","7/1/2013 12:00:00 AM","6/30/2014 12:00:00 AM","262","Other","2013","85602"," ","NIOSH","79780","5822"," ","85602",
"No NIH Category available"," ","Mountain and Plains Education and Research Center","NIOSH","8495128","7/31/2013 12:00:00 AM","PAR-06-485","5T42OH009229-07","5","T42","OH","009229","07"," ","SANDERSON, LEE M","7/1/2007 12:00:00 AM","6/30/2015 12:00:00 AM","ZOH1-EEO(50)R"," ","1861577","NEWMAN, LEE S","Not Applicable","06","INTERNAL MEDICINE/MEDICINE","041096314","US","39.708143","-104.724958","1199905","UNIVERSITY OF COLORADO DENVER","Aurora","CO","SCHOOLS OF MEDICINE","800452571","UNITED STATES","N","7/1/2013 12:00:00 AM","6/30/2014 12:00:00 AM","262","Other","2013","1332970"," ","NIOSH","1776923","98953"," ","1332970",
"No NIH Category available"," ","Mountain and Plains Education and Research Center","NIOSH","8710124","6/25/2014 12:00:00 AM","PAR-06-485","5T42OH009229-08","5","T42","OH","009229","08"," ","SANDERSON, LEE M","7/1/2007 12:00:00 AM","6/30/2015 12:00:00 AM","ZOH1-EEO(50)R"," ","1861577","NEWMAN, LEE S","Not Applicable","06","INTERNAL MEDICINE/MEDICINE","041096314","US","39.708143","-104.724958","1199905","UNIVERSITY OF COLORADO DENVER","Aurora","CO","SCHOOLS OF MEDICINE","800452571","UNITED STATES","N","7/1/2014 12:00:00 AM","6/30/2015 12:00:00 AM","262","Other","2014","1539115"," ","NIOSH","1808095","113222"," ","1539115",
"No NIH Category available"," ","OCCUPATIONAL SAFETY AND HEALTH EDUCATION AND RESEARCH CENTERS (T42)","NIOSH","10044778","8/23/2020 12:00:00 AM","PAR-15-303","2T42OH009229-14","2","T42","OH","009229","14"," ","MAPLES, ELIZABETH","7/1/2020 12:00:00 AM","6/30/2025 12:00:00 AM","ZOH1-EHG(02)"," ","1861577","NEWMAN, LEE S","Not Applicable","06","PUBLIC HEALTH & PREV MEDICINE","041096314","US","39.708143","-104.724958","1199905","UNIVERSITY OF COLORADO DENVER","Aurora","CO","SCHOOLS OF PUBLIC HEALTH","800452571","UNITED STATES","N","7/1/2020 12:00:00 AM","6/30/2021 12:00:00 AM","262","Other","2020","1800000"," ","NIOSH"," "," "," ","1800000",
"No NIH Category available"," ","Mountain and Plains Education and Research Center","NIOSH","9538519","6/21/2018 12:00:00 AM","PAR-10-217","5T42OH009229-12","5","T42","OH","009229","12"," "," ","7/1/2015 12:00:00 AM","6/30/2020 12:00:00 AM","ZOH1-GGB(56)"," ","1861577","NEWMAN, LEE S","Not Applicable","06","PUBLIC HEALTH & PREV MEDICINE","041096314","US","39.708143","-104.724958","1199905","UNIVERSITY OF COLORADO DENVER","Aurora","CO","SCHOOLS OF PUBLIC HEALTH","800452571","UNITED STATES","N","7/1/2018 12:00:00 AM","6/30/2019 12:00:00 AM","957","Other","2018","1738541"," ","NIOSH"," "," "," ","1738541",
"No NIH Category available"," ","Mountain and Plains Education and Research Center","NIOSH","9326856","8/2/2017 12:00:00 AM","PAR-10-217","5T42OH009229-11","5","T42","OH","009229","11"," ","MAPLES, ELIZABETH","7/1/2007 12:00:00 AM","6/30/2020 12:00:00 AM","ZOH1-GGB(56)"," ","1861577","NEWMAN, LEE S","Not Applicable","06","PUBLIC HEALTH & PREV MEDICINE","041096314","US","39.708143","-104.724958","1199905","UNIVERSITY OF COLORADO DENVER","Aurora","CO","SCHOOLS OF PUBLIC HEALTH","800452571","UNITED STATES","N","7/1/2017 12:00:00 AM","6/30/2018 12:00:00 AM","262","Other","2017","1738541"," ","NIOSH","1879866","112178"," ","1738541",
"No NIH Category available"," ","Mountain and Plains Education and Research Center","NIOSH","8015752","1/29/2010 12:00:00 AM","PAR-06-485","3T42OH009229-03S2","3","T42","OH","009229","03","S","TALTY, JOHN","7/1/2007 12:00:00 AM","6/30/2010 12:00:00 AM","ZOH1-EEO(50)R"," ","1861577","NEWMAN, LEE S","Not Applicable","06","PUBLIC HEALTH & PREV MEDICINE","041096314","US","39.708143","-104.724958","1199905","UNIVERSITY OF COLORADO DENVER","Aurora","CO","SCHOOLS OF MEDICINE","800452571","UNITED STATES","N","7/1/2009 12:00:00 AM","6/30/2010 12:00:00 AM","262","Other","2010","50536"," ","NIOSH"," "," "," ","50536",
"No NIH Category available"," ","Mountain and Plains Education and Research Center","NIOSH","7487652","7/17/2008 12:00:00 AM","PAR-06-485","3T42OH009229-02S1","3","T42","OH","009229","02","S","TALTY, JOHN","7/1/2008 12:00:00 AM","6/30/2010 12:00:00 AM","ZOH1-EEO(50)R"," ","1861577","NEWMAN, LEE S","Not Applicable","06","PUBLIC HEALTH & PREV MEDICINE","041096314","US","39.708143","-104.724958","1199905","UNIVERSITY OF COLORADO DENVER","Aurora","CO","SCHOOLS OF MEDICINE","800452571","UNITED STATES","N","7/1/2008 12:00:00 AM","6/30/2009 12:00:00 AM","262","Other","2008","464000"," ","NIOSH"," "," "," ","464000",
"No NIH Category available"," ","Center for Health, Work & Environment","NIOSH","9955124","7/8/2020 12:00:00 AM","PAR-15-361","5U19OH011227-05","5","U19","OH","011227","05"," ","LIOCE, MARIA","9/1/2016 12:00:00 AM","8/30/2021 12:00:00 AM","ZOH1-NXT(52)"," ","1861577","NEWMAN, LEE S","Not Applicable","06","PUBLIC HEALTH & PREV MEDICINE","041096314","US","39.708143","-104.724958","1199905","UNIVERSITY OF COLORADO DENVER","Aurora","CO","SCHOOLS OF PUBLIC HEALTH","800452571","UNITED STATES","N","8/31/2020 12:00:00 AM","8/30/2021 12:00:00 AM","262","Non-SBIR/STTR","2020","1309004"," ","NIOSH"," "," "," ","1309004",
"No NIH Category available"," ","Mountain and Plains Education and Research Center","NIOSH","7645816","7/1/2009 12:00:00 AM","PAR-06-485","5T42OH009229-03","5","T42","OH","009229","03"," ","TALTY, JOHN","7/1/2007 12:00:00 AM","6/30/2010 12:00:00 AM","ZOH1-EEO(50)R"," ","1861577","NEWMAN, LEE S","Not Applicable","06","PUBLIC HEALTH & PREV MEDICINE","041096314","US","39.708143","-104.724958","1199905","UNIVERSITY OF COLORADO DENVER","Aurora","CO","SCHOOLS OF MEDICINE","800452571","UNITED STATES","N","7/1/2009 12:00:00 AM","6/30/2010 12:00:00 AM","262","Other","2009","1162362"," ","NIOSH"," "," "," ","1162362",
"No NIH Category available"," ","Mountain and Plains Education and Research Center","NIOSH","9132047","8/4/2016 12:00:00 AM","PAR-10-217","5T42OH009229-10","5","T42","OH","009229","10"," ","MAPLES, ELIZABETH","7/1/2007 12:00:00 AM","6/30/2020 12:00:00 AM","ZOH1-GGB(56)"," ","1861577","NEWMAN, LEE S","Not Applicable","06","PUBLIC HEALTH & PREV MEDICINE","041096314","US","39.708143","-104.724958","1199905","UNIVERSITY OF COLORADO DENVER","Aurora","CO","SCHOOLS OF PUBLIC HEALTH","800452571","UNITED STATES","N","7/1/2016 12:00:00 AM","6/30/2017 12:00:00 AM","262","Other","2016","1738541"," ","NIOSH","1748762","106157"," ","1738541",
"No NIH Category available"," ","Mountain and Plains Education and Research Center","NIOSH","8315713","6/20/2012 12:00:00 AM","PAR-06-485","5T42OH009229-06","5","T42","OH","009229","06"," ","SANDERSON, LEE M","7/1/2007 12:00:00 AM","6/30/2015 12:00:00 AM","ZOH1-EEO(50)R"," ","1861577","NEWMAN, LEE S","Not Applicable","06","INTERNAL MEDICINE/MEDICINE","041096314","US","39.708143","-104.724958","1199905","UNIVERSITY OF COLORADO DENVER","Aurora","CO","SCHOOLS OF MEDICINE","800452571","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","262","Other","2012","1492653"," ","NIOSH","1886463","112226"," ","1492653",
"No NIH Category available"," ","Mountain and Plains Education and Research Center","NIOSH","7661815","7/25/2008 12:00:00 AM","PAR-06-485","3T42OH009229-02S2","3","T42","OH","009229","02","S","TALTY, JOHN","7/1/2007 12:00:00 AM","6/30/2010 12:00:00 AM","ZOH1-EEO(50)R"," ","1861577","NEWMAN, LEE S","Not Applicable","06","PUBLIC HEALTH & PREV MEDICINE","041096314","US","39.708143","-104.724958","1199905","UNIVERSITY OF COLORADO DENVER","Aurora","CO","SCHOOLS OF MEDICINE","800452571","UNITED STATES","N","7/1/2008 12:00:00 AM","6/30/2009 12:00:00 AM","262","Other","2008","39290"," ","NIOSH"," "," "," ","39290",
"No NIH Category available"," ","Bone Manganese as a Biomarker for Early Diagnosis of Manganese Neurotoxicity in O","NIOSH","8926712","6/23/2015 12:00:00 AM","PAR-12-252","5R21OH010700-02","5","R21","OH","010700","02"," ","DEARWENT, STEVE","9/1/2014 12:00:00 AM","8/31/2017 12:00:00 AM","SOH-1"," ","9977349","NIE, LINDA H","Not Applicable","04","OTHER HEALTH PROFESSIONS","072051394","US","40.422539","-86.910425","1481402","PURDUE UNIVERSITY","WEST LAFAYETTE","IN","SCHOOLS OF PUBLIC HEALTH","479072114","UNITED STATES","N","9/1/2015 12:00:00 AM","8/31/2017 12:00:00 AM","262","Non-SBIR/STTR","2015","253019"," ","NIOSH","175000","78019"," ","253019",
"No NIH Category available"," ","Bone Manganese as a Biomarker for Early Diagnosis of Manganese Neurotoxicity in O","NIOSH","8772785","9/11/2014 12:00:00 AM","PAR-12-252","1R21OH010700-01","1","R21","OH","010700","01"," ","DEARWENT, STEVE","9/1/2014 12:00:00 AM","8/31/2016 12:00:00 AM","SOH-1"," ","9977349","NIE, LINDA H","Not Applicable","04","OTHER HEALTH PROFESSIONS","072051394","US","40.422539","-86.910425","1481402","PURDUE UNIVERSITY","WEST LAFAYETTE","IN","SCHOOLS OF PUBLIC HEALTH","479072114","UNITED STATES","N","9/1/2014 12:00:00 AM","8/31/2015 12:00:00 AM","262","Non-SBIR/STTR","2014","148458"," ","NIOSH","99999","48459"," ","148458",
"No NIH Category available"," ","Development and Validation of a Novel In Vivo Neutron Activation Analysis Technol","NIOSH","8303563","8/10/2012 12:00:00 AM","PAR-09-139","1R21OH010044-01A2","1","R21","OH","010044","01","A","FREDERICK, LINDA J","7/1/2012 12:00:00 AM","6/30/2014 12:00:00 AM","SOH"," ","9977349","NIE, LINDA H","Not Applicable","04","OTHER HEALTH PROFESSIONS","072051394","US","40.422539","-86.910425","1481402","PURDUE UNIVERSITY","WEST LAFAYETTE","IN","SCHOOLS OF PUBLIC HEALTH","479072114","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","262","Non-SBIR/STTR","2012","232175"," ","NIOSH","200000","32175"," ","232175",
"No NIH Category available"," ","Development and Validation of a Novel In Vivo Neutron Activation Analysis Technol","NIOSH","8529220","7/16/2013 12:00:00 AM","PAR-09-139","5R21OH010044-02","5","R21","OH","010044","02"," ","DEARWENT, STEVE","7/1/2012 12:00:00 AM","6/30/2015 12:00:00 AM","SOH"," ","9977349","NIE, LINDA H","Not Applicable","04","OTHER HEALTH PROFESSIONS","072051394","US","40.422539","-86.910425","1481402","PURDUE UNIVERSITY","WEST LAFAYETTE","IN","SCHOOLS OF PUBLIC HEALTH","479072114","UNITED STATES","N","7/1/2013 12:00:00 AM","6/30/2015 12:00:00 AM","262","Non-SBIR/STTR","2013","105840"," ","NIOSH","72502","33338"," ","105840",
"No NIH Category available"," ","Texas Occupational Safety and Health Surveillance- Fundamental Plus Program ","NIOSH","9144918","7/19/2016 12:00:00 AM","PAR-14-275","1U60OH011359-01","1","U60","OH","011359","01"," ","INSERRA, STEVE","7/1/2016 12:00:00 AM","6/30/2020 12:00:00 AM","ZOH1-DYB(02)"," ","9568910","NOGUEIRA, LETICIA M.","Not Applicable","10","Unavailable","807391511","US","30.318417","-97.735836","1169201","TEXAS STATE DEPT OF HEALTH SERVICES","AUSTIN","TX","Other Domestic Non-Profits","787563101","UNITED STATES","N","7/1/2016 12:00:00 AM","6/30/2017 12:00:00 AM","262","Other","2016","160000"," ","NIOSH","139860","20140"," ","160000",
"No NIH Category available"," ","Metabolomics of World Trade Center-Lung Injury: Biomarker Validation, Longitudinal Assessment and Dietary Intervention","NIOSH","9701060","5/21/2019 12:00:00 AM","PAR-16-098","5U01OH011300-03","5","U01","OH","011300","03"," "," ","7/1/2017 12:00:00 AM","6/30/2021 12:00:00 AM","ZOH1-NXT(52)"," ","8451354","NOLAN, ANNA ","Not Applicable","12","INTERNAL MEDICINE/MEDICINE","121911077","US","40.744985","-73.978118","5998304","NEW YORK UNIVERSITY SCHOOL OF MEDICINE","NEW YORK","NY","SCHOOLS OF MEDICINE","10016","UNITED STATES","N","7/1/2019 12:00:00 AM","6/30/2020 12:00:00 AM","262","Non-SBIR/STTR","2019","598376"," ","NIOSH"," "," "," ","598376",
"No NIH Category available"," ","Metabolomics of World Trade Center-Lung Injury: Biomarker Validation, Longitudinal Assessment and Dietary Intervention","NIOSH","9526919","5/18/2018 12:00:00 AM","PAR-16-098","5U01OH011300-02","5","U01","OH","011300","02"," "," ","7/1/2017 12:00:00 AM","6/30/2021 12:00:00 AM","ZOH1-NXT(52)"," ","8451354","NOLAN, ANNA ","Not Applicable","12","INTERNAL MEDICINE/MEDICINE","121911077","US","40.744985","-73.978118","5998304","NEW YORK UNIVERSITY SCHOOL OF MEDICINE","NEW YORK","NY","SCHOOLS OF MEDICINE","10016","UNITED STATES","N","7/1/2018 12:00:00 AM","6/30/2019 12:00:00 AM","262","Non-SBIR/STTR","2018","598376"," ","NIOSH"," "," "," ","598376",
"No NIH Category available"," ","Metabolomics of World Trade Center-Lung Injury: Biomarker Validation, Longitudinal Assessment and Dietary Intervention","NIOSH","9392839","7/11/2017 12:00:00 AM","PAR-16-098","1U01OH011300-01A1","1","U01","OH","011300","01","A","KUBALE, TRAVIS","7/1/2017 12:00:00 AM","6/30/2021 12:00:00 AM","ZOH1-NXT(52)"," ","8451354","NOLAN, ANNA ","Not Applicable","12","INTERNAL MEDICINE/MEDICINE","121911077","US","40.744985","-73.978118","5998304","NEW YORK UNIVERSITY SCHOOL OF MEDICINE","NEW YORK","NY","SCHOOLS OF MEDICINE","10016","UNITED STATES","N","7/1/2017 12:00:00 AM","6/30/2018 12:00:00 AM","262","Non-SBIR/STTR","2017","598376"," ","NIOSH","401626","196750"," ","598376",
"No NIH Category available"," ","Metabolomics of World Trade Center-Lung Injury: Biomarker Validation, Longitudinal Assessment and Dietary Intervention","NIOSH","9934063","4/29/2020 12:00:00 AM","PAR-16-098","5U01OH011300-04","5","U01","OH","011300","04"," ","YIIN, JAMES","7/1/2017 12:00:00 AM","6/30/2021 12:00:00 AM","ZOH1-NXT(52)"," ","8451354","NOLAN, ANNA ","Not Applicable","12","INTERNAL MEDICINE/MEDICINE","121911077","US","40.744985","-73.978118","5998304","NEW YORK UNIVERSITY SCHOOL OF MEDICINE","NEW YORK","NY","SCHOOLS OF MEDICINE","10016","UNITED STATES","N","7/1/2020 12:00:00 AM","6/30/2021 12:00:00 AM","262","Non-SBIR/STTR","2020","598376"," ","NIOSH"," "," "," ","598376",
"No NIH Category available"," ","Measures of Dust, Endotoxin, and Exhaled Nitric Oxide among Dairy Farm Workers","NIOSH","7895295","7/7/2010 12:00:00 AM","PAR-08-070","1K01OH009674-01A1","1","K01","OH","009674","01","A","SANDERSON, LEE M","8/1/2010 12:00:00 AM","7/27/2011 12:00:00 AM","SOH"," ","9090312","NONNENMANN, MATTHEW WINSTON","Not Applicable","01","NONE","800772337","US","32.415607","-95.211889","578420","UNIVERSITY OF TEXAS HLTH CTR AT TYLER","TYLER","TX","OVERALL MEDICAL","757083154","UNITED STATES","N","8/1/2010 12:00:00 AM","7/27/2011 12:00:00 AM","262","Other Research-Related","2010","102246"," ","NIOSH"," "," "," ","102246",
"No NIH Category available"," ","Measures of Dust, Endotoxin, and Exhaled Nitric Oxide among Dairy Farm Workers","NIOSH","8432892","3/20/2012 12:00:00 AM","PAR-08-070","7K01OH009674-03","7","K01","OH","009674","03"," ","KARR, JOAN","8/3/2011 12:00:00 AM","7/31/2013 12:00:00 AM","SOH"," ","9090312","NONNENMANN, MATTHEW WINSTON","Not Applicable","02","Unavailable","062761671","US","41.662689","-91.547715","3972901","UNIVERSITY OF IOWA","IOWA CITY","IA","Domestic Higher Education","522421320","UNITED STATES","N","8/3/2011 12:00:00 AM","7/31/2012 12:00:00 AM","262","Other Research-Related","2011","109004"," ","NIOSH"," "," "," ","109004",
"No NIH Category available"," ","Measures of Dust, Endotoxin, and Exhaled Nitric Oxide among Dairy Farm Workers","NIOSH","8288617","7/2/2012 12:00:00 AM","PAR-08-070","5K01OH009674-04","5","K01","OH","009674","04"," ","POTULA, VIJI","8/3/2011 12:00:00 AM","7/31/2013 12:00:00 AM","SOH"," ","9090312","NONNENMANN, MATTHEW WINSTON","Not Applicable","02","Unavailable","062761671","US","41.662689","-91.547715","3972901","UNIVERSITY OF IOWA","IOWA CITY","IA","Domestic Higher Education","522421320","UNITED STATES","N","8/1/2012 12:00:00 AM","7/31/2013 12:00:00 AM","262","Other Research-Related","2012","107937"," ","NIOSH","99949","7988"," ","107937",
